insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (1, 12, 8, 2022, 4, 1, 15, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4132, 20, 10, 2021, 2, 1, 20, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4133, 31, 12, 2024, 3, 1, 2, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4134, 6, 7, 2023, 4, 2, 5, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4135, 11, 5, 2020, 2, 1, 17, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4136, 27, 11, 2021, 3, 1, 13, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4137, 10, 5, 2023, 4, 2, 10, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4138, 1, 11, 2020, 4, 1, 2, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4139, 29, 7, 2024, 2, 2, 3, 7);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4140, 23, 10, 2022, 2, 1, 17, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4141, 7, 2, 2022, 1, 2, 18, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4142, 24, 3, 2019, 2, 2, 11, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4143, 21, 2, 2020, 3, 1, 14, 2);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4144, 22, 2, 2024, 3, 1, 3, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4145, 10, 10, 2024, 4, 2, 14, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4146, 25, 4, 2021, 2, 2, 0, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4147, 16, 2, 2020, 4, 1, 13, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4148, 7, 10, 2019, 4, 1, 9, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4149, 19, 5, 2024, 4, 1, 1, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4150, 21, 1, 2022, 2, 1, 15, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4151, 15, 1, 2022, 1, 1, 13, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4152, 10, 6, 2024, 4, 2, 7, 60);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4153, 5, 7, 2022, 3, 1, 12, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4154, 4, 7, 2021, 2, 1, 8, 34);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4155, 19, 2, 2023, 3, 1, 8, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4156, 28, 7, 2024, 2, 2, 7, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4157, 29, 8, 2020, 3, 2, 3, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4158, 27, 2, 2020, 4, 2, 5, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4159, 31, 1, 2021, 1, 2, 2, 36);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4160, 25, 4, 2022, 1, 1, 1, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4161, 5, 1, 2020, 1, 1, 5, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4162, 21, 2, 2021, 4, 1, 14, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4163, 4, 2, 2020, 3, 1, 19, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4164, 20, 3, 2024, 4, 2, 7, 3);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4165, 3, 2, 2023, 4, 2, 7, 20);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4166, 2, 11, 2021, 2, 2, 14, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4167, 6, 9, 2020, 4, 1, 22, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4168, 16, 2, 2019, 4, 2, 13, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4169, 27, 2, 2020, 3, 2, 20, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4170, 24, 2, 2019, 4, 1, 16, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4171, 31, 9, 2024, 3, 1, 8, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4172, 2, 6, 2021, 3, 1, 12, 44);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4173, 27, 6, 2024, 1, 1, 8, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4174, 31, 4, 2024, 3, 1, 9, 56);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4175, 8, 7, 2019, 2, 2, 14, 36);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4176, 2, 11, 2020, 4, 1, 11, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4177, 8, 11, 2021, 1, 2, 12, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4178, 8, 1, 2019, 3, 1, 4, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4179, 29, 5, 2020, 4, 2, 16, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4180, 14, 7, 2022, 3, 1, 22, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4181, 15, 3, 2019, 2, 2, 3, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4182, 3, 1, 2020, 1, 1, 22, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4183, 29, 4, 2024, 4, 2, 18, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4184, 30, 5, 2024, 2, 1, 18, 7);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4185, 16, 5, 2022, 4, 2, 21, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4186, 19, 4, 2021, 3, 2, 6, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4187, 22, 2, 2022, 2, 1, 10, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4188, 8, 12, 2019, 1, 1, 17, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4189, 23, 6, 2022, 3, 1, 23, 50);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4190, 8, 8, 2020, 3, 2, 21, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4191, 11, 7, 2024, 3, 2, 5, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4192, 29, 10, 2023, 2, 1, 19, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4193, 8, 5, 2022, 2, 2, 7, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4194, 19, 4, 2020, 4, 1, 21, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4195, 26, 3, 2024, 3, 1, 23, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4196, 26, 12, 2021, 1, 2, 4, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4197, 26, 3, 2024, 4, 2, 3, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4198, 5, 3, 2019, 3, 1, 0, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4199, 25, 7, 2022, 2, 1, 4, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4200, 17, 10, 2023, 1, 2, 21, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4201, 18, 7, 2022, 4, 2, 1, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4202, 12, 6, 2021, 1, 1, 18, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4203, 10, 3, 2019, 1, 2, 3, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4204, 22, 1, 2024, 3, 1, 13, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4205, 25, 7, 2019, 1, 1, 22, 20);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4206, 11, 4, 2021, 3, 2, 14, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4207, 22, 9, 2023, 3, 2, 1, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4208, 22, 10, 2024, 1, 2, 10, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4209, 23, 12, 2024, 3, 1, 14, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4210, 8, 11, 2020, 2, 1, 4, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4211, 17, 8, 2021, 3, 1, 9, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4212, 9, 5, 2023, 2, 1, 6, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4213, 27, 2, 2020, 3, 1, 13, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4214, 10, 4, 2023, 3, 2, 13, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4215, 3, 4, 2020, 4, 1, 22, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4216, 14, 12, 2020, 3, 1, 8, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4217, 29, 3, 2021, 2, 1, 17, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4218, 18, 2, 2019, 2, 1, 22, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4219, 10, 3, 2023, 1, 1, 17, 58);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4220, 11, 2, 2019, 1, 1, 8, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4221, 21, 2, 2019, 2, 1, 4, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4222, 22, 9, 2019, 1, 1, 22, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4223, 22, 11, 2024, 2, 2, 0, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4224, 22, 5, 2022, 4, 2, 16, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4225, 3, 2, 2023, 4, 2, 13, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4226, 12, 1, 2022, 1, 2, 11, 8);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4227, 4, 5, 2021, 4, 2, 16, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4228, 29, 1, 2024, 4, 1, 20, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4229, 31, 12, 2024, 1, 2, 14, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4230, 22, 1, 2019, 2, 1, 18, 51);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4231, 9, 7, 2024, 4, 1, 22, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4232, 22, 9, 2019, 4, 1, 2, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4233, 7, 9, 2020, 4, 2, 3, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4234, 12, 6, 2024, 3, 2, 0, 44);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4235, 3, 5, 2024, 3, 1, 4, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4236, 4, 3, 2021, 4, 1, 21, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4237, 5, 7, 2022, 3, 1, 14, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4238, 7, 7, 2021, 3, 1, 10, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4239, 17, 1, 2022, 3, 1, 19, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4240, 8, 7, 2023, 4, 1, 1, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4241, 15, 6, 2021, 1, 2, 16, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4242, 30, 4, 2022, 2, 2, 12, 42);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4243, 15, 9, 2019, 1, 2, 2, 31);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4244, 16, 12, 2023, 1, 1, 16, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4245, 13, 1, 2023, 1, 1, 18, 56);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4246, 8, 8, 2023, 4, 2, 13, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4247, 5, 7, 2023, 4, 1, 2, 23);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4248, 8, 10, 2019, 1, 1, 7, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4249, 11, 7, 2019, 3, 1, 11, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4250, 20, 1, 2019, 3, 1, 18, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4251, 26, 11, 2024, 3, 2, 5, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4252, 29, 11, 2021, 4, 2, 2, 34);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4253, 5, 7, 2020, 1, 2, 0, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4254, 28, 12, 2020, 2, 2, 7, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4255, 22, 12, 2023, 3, 1, 16, 40);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4256, 23, 3, 2020, 4, 1, 12, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4257, 11, 2, 2024, 4, 2, 16, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4258, 7, 5, 2023, 3, 2, 21, 31);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4259, 31, 1, 2022, 1, 2, 0, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4260, 2, 8, 2019, 4, 2, 20, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4261, 14, 12, 2020, 1, 2, 20, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4262, 11, 2, 2022, 4, 1, 2, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4263, 10, 12, 2021, 3, 1, 14, 60);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4264, 29, 6, 2024, 1, 1, 16, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4265, 8, 8, 2022, 4, 1, 13, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4266, 19, 4, 2024, 1, 1, 22, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4267, 23, 4, 2019, 3, 1, 0, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4268, 23, 3, 2023, 2, 2, 8, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4269, 3, 7, 2019, 4, 2, 4, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4270, 22, 4, 2021, 4, 2, 12, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4271, 4, 6, 2019, 3, 2, 5, 3);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4272, 27, 10, 2020, 4, 1, 22, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4273, 9, 10, 2021, 3, 2, 13, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4274, 10, 3, 2020, 1, 1, 18, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4275, 16, 5, 2024, 3, 1, 5, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4276, 26, 8, 2021, 1, 1, 12, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4277, 29, 1, 2019, 2, 2, 5, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4278, 23, 5, 2023, 4, 2, 14, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4279, 21, 6, 2024, 4, 1, 6, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4280, 31, 6, 2022, 3, 1, 18, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4281, 7, 12, 2019, 1, 2, 1, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4282, 8, 9, 2023, 4, 2, 12, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4283, 9, 7, 2024, 2, 1, 0, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4284, 27, 6, 2020, 2, 1, 2, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4285, 30, 3, 2019, 3, 1, 10, 60);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4286, 8, 3, 2020, 1, 2, 8, 60);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4287, 18, 10, 2022, 1, 2, 21, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4288, 2, 11, 2020, 1, 1, 11, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4289, 18, 2, 2022, 3, 2, 22, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4290, 12, 3, 2020, 3, 2, 17, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4291, 7, 12, 2023, 4, 1, 9, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4292, 8, 6, 2019, 4, 1, 9, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4293, 27, 1, 2023, 2, 2, 17, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4294, 20, 7, 2024, 3, 1, 1, 34);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4295, 10, 3, 2022, 3, 2, 13, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4296, 18, 4, 2020, 1, 2, 13, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4297, 12, 11, 2023, 2, 1, 5, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4298, 12, 5, 2022, 1, 1, 12, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4299, 7, 8, 2022, 2, 1, 17, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4300, 2, 10, 2024, 1, 2, 14, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4301, 27, 1, 2020, 1, 2, 10, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4302, 6, 3, 2024, 2, 1, 20, 58);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4303, 13, 5, 2024, 1, 1, 5, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4304, 25, 9, 2019, 4, 2, 17, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4305, 10, 10, 2023, 3, 2, 0, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4306, 31, 8, 2021, 4, 2, 8, 40);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4307, 15, 5, 2023, 2, 2, 11, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4308, 10, 7, 2019, 1, 2, 20, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4309, 5, 1, 2022, 4, 2, 0, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4310, 5, 2, 2024, 3, 2, 11, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4311, 18, 8, 2024, 4, 1, 1, 50);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4312, 23, 4, 2021, 4, 1, 23, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4313, 27, 5, 2023, 3, 2, 14, 7);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4314, 27, 8, 2024, 3, 2, 3, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4315, 14, 2, 2024, 2, 1, 11, 60);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4316, 11, 7, 2019, 3, 2, 12, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4317, 18, 1, 2020, 2, 1, 16, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4318, 14, 3, 2021, 1, 1, 0, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4319, 8, 7, 2024, 3, 2, 18, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4320, 19, 2, 2019, 1, 2, 23, 3);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4321, 23, 9, 2019, 1, 1, 13, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4322, 17, 1, 2023, 1, 2, 13, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4323, 25, 8, 2022, 4, 2, 20, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4324, 23, 10, 2020, 3, 1, 18, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4325, 25, 1, 2019, 2, 2, 0, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4326, 19, 5, 2023, 3, 1, 11, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4327, 27, 6, 2024, 2, 1, 8, 36);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4328, 6, 10, 2024, 1, 1, 17, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4329, 28, 3, 2021, 4, 2, 19, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4330, 5, 2, 2019, 4, 1, 0, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4331, 9, 8, 2021, 3, 1, 11, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4332, 30, 7, 2024, 2, 2, 14, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4333, 15, 8, 2020, 3, 1, 4, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4334, 7, 6, 2022, 1, 1, 7, 51);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4335, 15, 6, 2022, 3, 2, 20, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4336, 25, 9, 2019, 3, 1, 8, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4337, 19, 2, 2024, 2, 2, 10, 44);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4338, 3, 5, 2020, 4, 1, 10, 9);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4339, 5, 1, 2020, 1, 1, 5, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4340, 7, 3, 2020, 3, 1, 0, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4341, 16, 3, 2022, 3, 1, 8, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (4342, 17, 5, 2020, 1, 1, 16, 60);
