Date,Open,High,Low,Close,Adj Close,Volume
09/01/2014,10.166667,10.228667,9.79,9.835333,9.835333,80730000
10/01/2014,9.897333,9.926667,9.483333,9.714667,9.714667,111691500
13/01/2014,9.718667,9.8,9.188,9.289333,9.289333,94741500
14/01/2014,9.366667,10.8,9.111333,10.751333,10.751333,414105000
15/01/2014,11.23,11.482,10.806667,10.942,10.942,306984000
16/01/2014,10.833333,11.513333,10.826667,11.398,11.398,179391000
17/01/2014,11.346,11.546667,11.196667,11.334,11.334,138093000
21/01/2014,11.416,11.819333,11.387333,11.778667,11.778667,146020500
22/01/2014,11.854,12.021333,11.650667,11.904,11.904,105339000
23/01/2014,11.815333,12.158667,11.561333,12.1,12.1,118011000
24/01/2014,11.856667,12.032,11.568667,11.64,11.64,114964500
27/01/2014,11.677333,11.861333,10.980667,11.308,11.308,130746000
28/01/2014,11.433333,11.932,11.4,11.892,11.892,91401000
29/01/2014,11.686667,11.939333,11.542,11.682,11.682,89032500
30/01/2014,11.866667,12.318667,11.800667,12.189333,12.189333,128475000
31/01/2014,11.923333,12.4,11.900667,12.094,12.094,97632000
03/02/2014,12.192667,12.325333,11.677333,11.807333,11.807333,101473500
04/02/2014,12.046667,12.106667,11.746667,11.915333,11.915333,70294500
05/02/2014,11.886667,12.039333,11.290667,11.628,11.628,109020000
06/02/2014,11.753333,12.007333,11.733333,11.892,11.892,87624000
07/02/2014,12.067333,12.442,11.973333,12.435333,12.435333,133927500
10/02/2014,12.622667,13.286667,12.621333,13.104,13.104,194560500
11/02/2014,13.264667,13.48,12.846667,13.108,13.108,160648500
12/02/2014,13.052,13.218,12.954667,13.021333,13.021333,77605500
13/02/2014,12.889333,13.514667,12.883333,13.308667,13.308667,120439500
14/02/2014,13.206667,13.458667,13.133333,13.215333,13.215333,92370000
18/02/2014,13.682667,13.733333,13.424,13.58,13.58,139992000
19/02/2014,13.58,13.58,12.894,12.909333,12.909333,242535000
20/02/2014,14.334,14.347333,13.751333,13.998,13.998,270034500
21/02/2014,14.109333,14.265333,13.946,13.973333,13.973333,117282000
24/02/2014,13.917333,14.557333,13.888,14.51,14.51,124176000
25/02/2014,15.333333,17.280001,15.23,16.533333,16.533333,490225500
26/02/2014,17.238667,17.666668,16.5,16.866667,16.866667,369069000
27/02/2014,17.416668,17.459999,16.555332,16.836,16.836,269187000
28/02/2014,16.643333,16.845333,16.17,16.320667,16.320667,218847000
03/03/2014,15.817333,16.776667,15.666,16.704,16.704,196339500
04/03/2014,17.232,17.333332,16.855333,16.989332,16.989332,131184000
05/03/2014,17.114668,17.132668,16.786667,16.844,16.844,89035500
06/03/2014,16.942667,17.166668,16.629999,16.862667,16.862667,110416500
07/03/2014,16.862667,16.99,16.294001,16.414,16.414,117184500
10/03/2014,16.18,16.200001,15.737333,15.922667,15.922667,115921500
11/03/2014,15.766667,16.306667,15.495333,15.627333,15.627333,132151500
12/03/2014,15.433333,16.5,15.407333,16.099333,16.099333,146316000
13/03/2014,16.252666,16.279333,15.6,15.852667,15.852667,93544500
14/03/2014,15.686,15.796,15.221333,15.398,15.398,124345500
17/03/2014,15.663333,15.862,15.366667,15.598667,15.598667,88689000
18/03/2014,15.796667,16.1,15.668,16.002666,16.002666,93634500
19/03/2014,16.092667,16.103333,15.567333,15.722667,15.722667,76069500
20/03/2014,15.744,15.95,15.557333,15.660667,15.660667,57268500
21/03/2014,15.734667,15.746667,15.166667,15.259333,15.259333,123253500
24/03/2014,15.316667,15.326667,14.018,14.678,14.678,169932000
25/03/2014,14.942667,15.136667,14.526667,14.696,14.696,117981000
26/03/2014,14.796667,14.84,14.09,14.197333,14.197333,103609500
27/03/2014,14.158,14.24,13.533333,13.821333,13.821333,142435500
28/03/2014,14.186667,14.448,14.018,14.158,14.158,145272000
31/03/2014,14.433333,14.45,13.759333,13.896667,13.896667,125700000
01/04/2014,13.934667,14.544,13.905333,14.464667,14.464667,110571000
02/04/2014,14.666667,15.392667,14.536667,15.352667,15.352667,161734500
03/04/2014,15.353333,15.715333,14.8,15.026667,15.026667,163855500
04/04/2014,15.067333,15.218,14.083333,14.148667,14.148667,170184000
07/04/2014,13.720667,14.413333,13.567333,13.834667,13.834667,147832500
08/04/2014,14.003333,14.432667,13.761333,14.364,14.364,103339500
09/04/2014,14.450667,14.563333,14.059333,14.462,14.462,77368500
10/04/2014,14.454667,14.5,13.586,13.612667,13.612667,108172500
11/04/2014,13.374,13.8,13.24,13.585333,13.585333,136008000
14/04/2014,13.84,13.896,12.960667,13.206,13.206,115545000
15/04/2014,13.272667,13.286,12.288,12.927333,12.927333,204889500
16/04/2014,13.133333,13.332667,12.721333,13.274,13.274,108033000
17/04/2014,13.307333,13.486,12.938667,13.208,13.208,88902000
21/04/2014,13.138667,13.746667,12.933333,13.625333,13.625333,78873000
22/04/2014,13.757333,14.622,13.667333,14.576,14.576,147070500
23/04/2014,14.422,14.449333,13.8,13.866,13.866,109434000
24/04/2014,14.054,14.186667,13.546667,13.857333,13.857333,82428000
25/04/2014,13.466667,13.78,13.176667,13.323333,13.323333,104950500
28/04/2014,13.333333,13.586,12.7,13.234,13.234,105630000
29/04/2014,13.214,13.81,13.035333,13.794667,13.794667,86686500
30/04/2014,13.573333,13.877333,13.418667,13.859333,13.859333,66609000
01/05/2014,13.805333,14.268,13.712667,13.848667,13.848667,81598500
02/05/2014,13.906667,14.090667,13.768,14.060667,14.060667,61302000
05/05/2014,13.965333,14.512667,13.901333,14.440667,14.440667,77205000
06/05/2014,14.44,14.577333,13.79,13.818667,13.818667,84550500
07/05/2014,13.976,14.013333,13.15,13.423333,13.423333,152689500
08/05/2014,12.133333,12.96,11.866667,11.906,11.906,300849000
09/05/2014,11.990667,12.226667,11.814667,12.150667,12.150667,127428000
12/05/2014,12.258,12.479333,11.992,12.311333,12.311333,105034500
13/05/2014,12.250667,12.756,12.2,12.677333,12.677333,106458000
14/05/2014,12.596667,12.898667,12.473333,12.708,12.708,81100500
15/05/2014,12.665333,12.844,12.353333,12.572667,12.572667,90606000
16/05/2014,12.596667,12.802667,12.514667,12.770667,12.770667,67315500
19/05/2014,12.714667,13.126,12.666667,13.072667,13.072667,68575500
20/05/2014,13.129333,13.288667,12.871333,13.02,13.02,83191500
21/05/2014,13.078667,13.324667,12.986,13.296667,13.296667,79281000
22/05/2014,13.356667,13.792,13.304,13.658667,13.658667,93217500
23/05/2014,13.635333,13.850667,13.5,13.82,13.82,60102000
27/05/2014,13.901333,14.258,13.846667,14.104,14.104,80116500
28/05/2014,14.001333,14.184667,13.684,14.016,14.016,82426500
29/05/2014,14.038,14.166,13.848,14.016,14.016,55387500
30/05/2014,14.02,14.32,13.801333,13.851333,13.851333,83716500
02/06/2014,13.822,13.956667,13.444667,13.646667,13.646667,70021500
03/06/2014,13.566,13.866667,13.506,13.662667,13.662667,57912000
04/06/2014,13.623333,13.750667,13.36,13.599333,13.599333,51411000
05/06/2014,13.631333,13.946667,13.603333,13.793333,13.793333,60819000
06/06/2014,13.983333,14.054,13.812,13.878,13.878,46107000
09/06/2014,13.863333,13.999333,13.613333,13.687333,13.687333,42085500
10/06/2014,13.628667,13.798,13.436667,13.486667,13.486667,52720500
11/06/2014,13.433333,13.666667,13.283333,13.631333,13.631333,59662500
12/06/2014,13.673333,13.992,13.514,13.568,13.568,89905500
13/06/2014,13.652,13.786,13.438667,13.761333,13.761333,53164500
16/06/2014,13.784,15.032667,13.750667,14.974,14.974,198696000
17/06/2014,14.940667,15.702667,14.856667,15.444667,15.444667,199573500
18/06/2014,15.433333,15.447333,15.074667,15.141333,15.141333,104103000
19/06/2014,15.258667,15.687333,15.133333,15.186,15.186,131896500
20/06/2014,15.234667,15.419333,15.08,15.306,15.306,73558500
23/06/2014,15.300667,15.932667,15.214667,15.814667,15.814667,116866500
24/06/2014,15.931333,16.125334,15.442,15.5,15.5,121138500
25/06/2014,15.536667,15.836667,15.349333,15.792667,15.792667,87024000
26/06/2014,15.811333,16.026667,15.614,15.706667,15.706667,76821000
27/06/2014,15.646,16,15.633333,15.937333,15.937333,84525000
30/06/2014,15.97,16.299334,15.933333,16.004,16.004,72429000
01/07/2014,16.164,16.229334,15.913333,15.981333,15.981333,65041500
02/07/2014,16.044001,16.155333,15.138,15.295333,15.295333,120411000
03/07/2014,15.419333,15.46,14.933333,15.283333,15.283333,77500500
07/07/2014,15.166667,15.318667,14.693333,14.844,14.844,88405500
08/07/2014,14.576667,14.730667,14.284667,14.604667,14.604667,117543000
09/07/2014,14.751333,14.948,14.614,14.870667,14.870667,61731000
10/07/2014,14.478667,14.814667,14.402667,14.630667,14.630667,72958500
11/07/2014,14.707333,14.773333,14.506667,14.542,14.542,49534500
14/07/2014,14.666,15.252667,14.363333,15.113333,15.113333,108048000
15/07/2014,15.115333,15.176667,14.54,14.638667,14.638667,85777500
16/07/2014,14.788,14.986667,14.454667,14.477333,14.477333,60667500
17/07/2014,14.410667,14.703333,14.24,14.36,14.36,69741000
18/07/2014,14.396667,14.747333,14.395333,14.668,14.668,63805500
21/07/2014,14.483333,14.880667,14.448,14.702667,14.702667,57333000
22/07/2014,14.812667,14.886667,14.607333,14.638667,14.638667,40950000
23/07/2014,14.667333,14.983333,14.628667,14.832667,14.832667,46249500
24/07/2014,14.883333,15.006667,14.72,14.902667,14.902667,48682500
25/07/2014,14.848,15.131333,14.783333,14.904667,14.904667,46306500
28/07/2014,14.95,15.466667,14.76,14.988,14.988,97714500
29/07/2014,15.107333,15.22,14.990667,15.000667,15.000667,50736000
30/07/2014,14.794667,15.306667,14.736,15.261333,15.261333,73917000
31/07/2014,15.284,15.426667,14.766667,14.886667,14.886667,116236500
01/08/2014,15.072667,15.833333,15.066667,15.551333,15.551333,178437000
04/08/2014,15.625333,16.033333,15.551333,15.901333,15.901333,89395500
05/08/2014,15.831333,16.199333,15.712667,15.899333,15.899333,80829000
06/08/2014,15.926667,16.761333,15.905333,16.595333,16.595333,138739500
07/08/2014,16.674667,17.112667,16.608,16.826,16.826,112183500
08/08/2014,16.743999,16.784,16.433332,16.542,16.542,76351500
11/08/2014,17.032,17.582666,17,17.288,17.288,121519500
12/08/2014,17.205334,17.353333,16.972,17.330667,17.330667,95734500
13/08/2014,17.467333,17.709333,17.307333,17.354,17.354,103989000
14/08/2014,17.499332,17.533333,17.1,17.425333,17.425333,61899000
15/08/2014,17.431999,17.472668,17.233334,17.467333,17.467333,58018500
18/08/2014,17.549999,17.817333,17.316668,17.329332,17.329332,87738000
19/08/2014,17.257999,17.288668,16.774668,17.117332,17.117332,80022000
20/08/2014,16.978001,17.249332,16.866667,17.047333,17.047333,45418500
21/08/2014,17.101334,17.253332,16.884001,16.955999,16.955999,43734000
22/08/2014,16.969334,17.129999,16.840668,17.118668,17.118668,42501000
25/08/2014,17.212667,17.578667,17.212667,17.503332,17.503332,64771500
26/08/2014,17.665333,17.700001,17.444,17.449333,17.449333,57270000
27/08/2014,17.566668,17.615999,17.352667,17.549999,17.549999,44776500
28/08/2014,17.459333,17.632,17.442667,17.590668,17.590668,42673500
29/08/2014,17.913334,18.133333,17.834,17.98,17.98,96706500
02/09/2014,18.366667,18.992666,18.286667,18.941334,18.941334,147786000
03/09/2014,19.177999,19.200001,18.673332,18.746,18.746,101584500
04/09/2014,18.934,19.427999,18.693333,19.069332,19.069332,125125500
05/09/2014,18.836666,18.860001,18.167334,18.492666,18.492666,167548500
08/09/2014,18.507999,18.992001,18.501333,18.807333,18.807333,82524000
09/09/2014,18.865999,19.032667,18.466667,18.565332,18.565332,68382000
10/09/2014,18.633333,18.760668,18.243999,18.74,18.74,56719500
11/09/2014,18.697332,18.986,18.575333,18.687332,18.687332,56491500
12/09/2014,18.700001,18.826,18.466667,18.613333,18.613333,49869000
15/09/2014,18.291332,18.293333,16.608667,16.924,16.924,246831000
16/09/2014,17.01,17.497334,16.827999,17.382668,17.382668,124501500
17/09/2014,17.493999,17.646667,17.299999,17.425333,17.425333,77665500
18/09/2014,17.557333,17.706667,17.488001,17.587999,17.587999,55389000
19/09/2014,17.199333,17.428667,17.018,17.288,17.288,102163500
22/09/2014,17,17.068001,16.313999,16.668667,16.668667,123211500
23/09/2014,16.348,16.92,16.333332,16.694,16.694,84880500
24/09/2014,16.741333,16.856001,16.469334,16.809334,16.809334,56242500
25/09/2014,16.834667,16.997334,16.406668,16.463333,16.463333,72513000
26/09/2014,16.549999,16.648666,16.404667,16.440001,16.440001,56931000
29/09/2014,16.266666,16.576,16.091999,16.350668,16.350668,72790500
30/09/2014,16.461332,16.51,16.007999,16.178667,16.178667,63574500
01/10/2014,16.146667,16.177334,15.71,16.016001,16.016001,89125500
02/10/2014,16.68,16.852667,16.357332,16.761333,16.761333,134973000
03/10/2014,16.870667,17.1,16.735332,17.014,17.014,81094500
06/10/2014,17.275333,17.499332,17.186666,17.374666,17.374666,115699500
07/10/2014,17.235332,17.430668,17.048668,17.304667,17.304667,67282500
08/10/2014,17.34,17.525333,16.842667,17.285334,17.285334,75826500
09/10/2014,17.483334,17.702667,16.959999,17.134001,17.134001,110419500
10/10/2014,16.309334,16.392668,15.68,15.794,15.794,193324500
13/10/2014,15.904667,15.930667,14.733333,14.972667,14.972667,169030500
14/10/2014,15.216667,15.498,14.866667,15.137333,15.137333,106579500
15/10/2014,14.666667,15.399333,14.488,15.313333,15.313333,137209500
16/10/2014,14.648,15.328,14.606667,15.09,15.09,80989500
17/10/2014,15.558667,15.651333,15.103333,15.165333,15.165333,158241000
20/10/2014,15.114667,15.493333,15.034,15.364667,15.364667,52416000
21/10/2014,15.618,15.692667,15.386667,15.689333,15.689333,61954500
22/10/2014,15.546,15.826,15.370667,15.406667,15.406667,61749000
23/10/2014,15.644,15.752,15.466667,15.686,15.686,52386000
24/10/2014,15.751333,15.853333,15.413333,15.682667,15.682667,51949500
27/10/2014,15.616667,15.640667,14.687333,14.778,14.778,143299500
28/10/2014,15.306667,16.306667,15.216667,16.184668,16.184668,157744500
29/10/2014,16.075333,16.1,15.709333,15.873333,15.873333,74437500
30/10/2014,15.876,16.033333,15.670667,15.910667,15.910667,48426000
31/10/2014,16.167334,16.208,15.916667,16.113333,16.113333,56629500
03/11/2014,16.200001,16.504,16.087999,16.172667,16.172667,63057000
04/11/2014,16.032667,16.156668,15.768667,15.928667,15.928667,55239000
05/11/2014,16.066668,16.090668,15.368667,15.398,15.398,135688500
06/11/2014,15.632667,16.445999,15.233333,16.081333,16.081333,230320500
07/11/2014,16.146,16.189333,15.813333,16.013332,16.013332,77415000
10/11/2014,15.940667,16.191999,15.786667,16.128668,16.128668,68658000
11/11/2014,16.17,16.788,16.133333,16.738667,16.738667,119232000
12/11/2014,16.648001,16.822666,16.372,16.606667,16.606667,88062000
13/11/2014,16.708,17.049999,16.683332,16.780001,16.780001,93540000
14/11/2014,16.666668,17.256666,16.566668,17.245333,17.245333,91516500
17/11/2014,17.166,17.266666,16.801332,16.931999,16.931999,60385500
18/11/2014,17.057333,17.332666,17.034,17.18,17.18,67095000
19/11/2014,16.707333,16.792,16.373333,16.516001,16.516001,118777500
20/11/2014,16.530001,16.728666,16.4,16.580667,16.580667,53808000
21/11/2014,16.813999,16.851999,16.144667,16.185333,16.185333,112276500
24/11/2014,16.346666,16.506666,16.042667,16.448,16.448,71845500
25/11/2014,16.49,16.648001,16.406,16.539333,16.539333,47397000
26/11/2014,16.556,16.6,16.440001,16.562668,16.562668,29718000
28/11/2014,16.356667,16.445999,16.167999,16.301332,16.301332,31795500
01/12/2014,16.077333,16.164667,15.267333,15.442667,15.442667,129291000
02/12/2014,15.638,15.658667,15.2,15.428667,15.428667,88305000
03/12/2014,15.083333,15.314667,15.033333,15.286667,15.286667,79615500
04/12/2014,15.24,15.393333,15.187333,15.218667,15.218667,57834000
05/12/2014,15.244667,15.292667,14.817333,14.914,14.914,90954000
08/12/2014,14.769333,14.990667,14.156,14.290667,14.290667,138384000
09/12/2014,13.956,14.515333,13.618,14.459333,14.459333,141472500
10/12/2014,14.275333,14.451333,13.846667,13.989333,13.989333,109711500
11/12/2014,14.035333,14.362,13.882,13.925333,13.925333,100416000
12/12/2014,13.654667,14.112,13.633333,13.8,13.8,107607000
15/12/2014,13.952667,13.986667,13.511333,13.602667,13.602667,78274500
16/12/2014,13.392667,13.578667,13.024667,13.187333,13.187333,126391500
17/12/2014,12.870667,13.776667,12.843333,13.721333,13.721333,110517000
18/12/2014,14.158667,14.562667,14.12,14.550667,14.550667,112249500
19/12/2014,14.679333,14.693333,14.3,14.619333,14.619333,103657500
22/12/2014,14.666667,14.937333,14.550667,14.84,14.84,71991000
23/12/2014,14.920667,14.954667,14.634667,14.731333,14.731333,67585500
24/12/2014,14.651333,14.833333,14.616667,14.817333,14.817333,19983000
26/12/2014,14.767333,15.233333,14.766667,15.188,15.188,49905000
29/12/2014,15.126667,15.194,14.934667,15.047333,15.047333,42037500
30/12/2014,14.932667,15.043333,14.76,14.815333,14.815333,43548000
31/12/2014,14.872667,15.045333,14.816667,14.827333,14.827333,34462500
02/01/2015,14.858,14.883333,14.217333,14.620667,14.620667,71466000
05/01/2015,14.303333,14.433333,13.810667,14.006,14.006,80527500
06/01/2015,14.004,14.28,13.614,14.085333,14.085333,93928500
07/01/2015,14.223333,14.318667,13.985333,14.063333,14.063333,44526000
08/01/2015,14.187333,14.253333,14.000667,14.041333,14.041333,51637500
09/01/2015,13.928,13.998667,13.664,13.777333,13.777333,70024500
12/01/2015,13.536667,13.631333,13.283333,13.480667,13.480667,89254500
13/01/2015,13.554667,13.840667,13.394,13.616667,13.616667,67159500
14/01/2015,12.388667,13.013333,12.333333,12.846,12.846,173278500
15/01/2015,12.966,13.05,12.666667,12.791333,12.791333,78247500
16/01/2015,12.713333,12.966,12.643333,12.871333,12.871333,54048000
20/01/2015,12.924667,12.941333,12.469333,12.795333,12.795333,67548000
21/01/2015,12.636667,13.245333,12.634,13.104667,13.104667,62295000
22/01/2015,13.133333,13.549333,13.013333,13.441333,13.441333,61753500
23/01/2015,13.352667,13.566667,13.222,13.419333,13.419333,51579000
26/01/2015,13.455333,13.908,13.403333,13.77,13.77,48517500
27/01/2015,13.628,13.868667,13.553333,13.732,13.732,41715000
28/01/2015,13.740667,13.758,13.228,13.291333,13.291333,47244000
29/01/2015,13.404667,13.732,13.1,13.68,13.68,53221500
30/01/2015,13.597333,13.831333,13.533333,13.573333,13.573333,45105000
02/02/2015,13.598,14.13,13.553333,14.062667,14.062667,62238000
03/02/2015,14.214667,14.691333,14.084667,14.557333,14.557333,72393000
04/02/2015,14.552667,14.765333,14.453333,14.57,14.57,49581000
05/02/2015,14.658667,15.032,14.642667,14.732667,14.732667,52843500
06/02/2015,14.8,14.893333,14.433333,14.490667,14.490667,48658500
09/02/2015,14.358667,14.528667,14.132667,14.498667,14.498667,52086000
10/02/2015,14.503333,14.7,14.333333,14.419333,14.419333,80857500
11/02/2015,14.147333,14.316,13.818667,14.186667,14.186667,146536500
12/02/2015,12.904667,13.539333,12.885333,13.525333,13.525333,234744000
13/02/2015,13.526667,13.732667,13.394,13.584667,13.584667,92865000
17/02/2015,13.713333,13.713333,13.433333,13.623333,13.623333,59694000
18/02/2015,13.611333,13.744667,13.506667,13.630667,13.630667,40704000
19/02/2015,13.666667,14.162667,13.583333,14.114,14.114,77311500
20/02/2015,14.052,14.506667,13.987333,14.474,14.474,89731500
23/02/2015,14.377333,14.546667,13.755333,13.822667,13.822667,127497000
24/02/2015,13.819333,13.819333,13.446667,13.607333,13.607333,99054000
25/02/2015,13.662667,13.809333,13.505333,13.584,13.584,58642500
26/02/2015,13.6,14.072667,13.481333,13.812667,13.812667,97093500
27/02/2015,13.793333,13.903333,13.52,13.556,13.556,58231500
02/03/2015,13.513333,13.556,13.055333,13.155333,13.155333,118831500
03/03/2015,13.120667,13.349333,13.021333,13.304,13.304,66484500
04/03/2015,13.283333,13.501333,13.147333,13.496,13.496,63330000
05/03/2015,13.523333,13.746,13.343333,13.375333,13.375333,73155000
06/03/2015,13.280667,13.383333,12.81,12.925333,12.925333,100686000
09/03/2015,12.959333,12.966,12.55,12.725333,12.725333,101050500
10/03/2015,12.564,12.9,12.506667,12.688,12.688,83695500
11/03/2015,12.743333,13.078667,12.734,12.916,12.916,74623500
12/03/2015,12.916667,12.963333,12.65,12.738,12.738,62239500
13/03/2015,12.596667,12.783333,12.488,12.578667,12.578667,81514500
16/03/2015,12.8,13.060667,12.653333,13.046667,13.046667,84432000
17/03/2015,13.028667,13.247333,12.929333,12.982,12.982,73411500
18/03/2015,12.997333,13.392,12.874,13.380667,13.380667,72313500
19/03/2015,13.466667,13.639333,12.968667,13.043333,13.043333,127128000
20/03/2015,13.163333,13.266,13.041333,13.205333,13.205333,64042500
23/03/2015,13.233333,13.366667,13.164667,13.308667,13.308667,39474000
24/03/2015,13.438667,13.586,13.316667,13.448,13.448,54748500
25/03/2015,13.218,13.239333,12.846667,12.953333,12.953333,85956000
26/03/2015,12.928,12.986,12.646667,12.694,12.694,61920000
27/03/2015,12.604667,12.619333,12.093333,12.333333,12.333333,129073500
30/03/2015,12.39,12.816667,12.12,12.704667,12.704667,151342500
31/03/2015,12.902,12.917333,12.560667,12.584667,12.584667,75399000
01/04/2015,12.58,12.82,12.403333,12.506,12.506,56919000
02/04/2015,12.682,12.882,12.666667,12.733333,12.733333,75156000
06/04/2015,13.2,13.85,13.166667,13.54,13.54,186837000
07/04/2015,13.500667,13.670667,13.409333,13.55,13.55,65218500
08/04/2015,13.88,14.06,13.724667,13.844667,13.844667,94546500
09/04/2015,13.895333,14.024667,13.741333,14.006,14.006,57003000
10/04/2015,13.99,14.11,13.933333,14.06,14.06,61015500
13/04/2015,14.029333,14.2,13.936667,13.985333,13.985333,56373000
14/04/2015,13.904667,13.966,13.7,13.830667,13.830667,45390000
15/04/2015,13.830667,13.972667,13.773333,13.855333,13.855333,29286000
16/04/2015,13.846667,13.944667,13.752667,13.78,13.78,24886500
17/04/2015,13.666,13.792,13.566667,13.786,13.786,37048500
20/04/2015,13.785333,13.856667,13.59,13.684667,13.684667,38389500
21/04/2015,13.72,14.05,13.620667,13.960667,13.960667,51487500
22/04/2015,14.166667,14.792,14.112667,14.629333,14.629333,117945000
23/04/2015,14.551333,14.765333,14.476667,14.573333,14.573333,66168000
24/04/2015,14.7,14.72,14.534,14.562,14.562,36417000
27/04/2015,14.837333,15.916667,14.8,15.436667,15.436667,175089000
28/04/2015,15.65,15.7,15.202,15.365333,15.365333,91281000
29/04/2015,15.336667,15.664667,15.175333,15.496667,15.496667,59041500
30/04/2015,15.359333,15.526,15.011333,15.07,15.07,58678500
01/05/2015,15.329333,15.451333,14.694,15.068667,15.068667,79225500
04/05/2015,15.212,15.648667,15.140667,15.367333,15.367333,66519000
05/05/2015,15.850667,15.966667,15.275333,15.53,15.53,86953500
06/05/2015,15.606667,15.631333,15.213333,15.362,15.362,79063500
07/05/2015,14.733333,15.832,14.683333,15.786667,15.786667,141838500
08/05/2015,15.732667,15.894,15.58,15.774,15.774,70023000
11/05/2015,15.752667,16.191999,15.687333,15.966,15.966,85084500
12/05/2015,16.007334,16.423332,15.879333,16.316,16.316,95451000
13/05/2015,16.507334,16.553333,16.15,16.212,16.212,81603000
14/05/2015,16.321333,16.326,16.083332,16.273333,16.273333,43438500
15/05/2015,16.261999,16.626667,16.166668,16.589333,16.589333,67914000
18/05/2015,16.466667,16.66,16.4,16.583332,16.583332,50298000
19/05/2015,16.562,16.733334,16.41,16.476,16.476,55113000
20/05/2015,16.475332,16.516001,16.091333,16.290001,16.290001,56334000
21/05/2015,16.202,16.441334,16.157333,16.374666,16.374666,29559000
22/05/2015,16.358667,16.573334,16.334,16.515333,16.515333,33346500
26/05/2015,16.511999,16.799999,16.433332,16.497334,16.497334,52480500
27/05/2015,16.567333,16.633333,16.370001,16.495333,16.495333,51123000
28/05/2015,16.468666,16.786667,16.336666,16.763332,16.763332,54709500
29/05/2015,16.733334,16.858,16.628668,16.719999,16.719999,56839500
01/06/2015,16.760668,16.773333,16.497999,16.629999,16.629999,37576500
02/06/2015,16.594667,16.626667,16.42,16.556667,16.556667,32022000
03/06/2015,16.546667,16.714666,16.467333,16.599333,16.599333,26722500
04/06/2015,16.5,16.620001,16.380667,16.394667,16.394667,36804000
05/06/2015,16.4,16.646667,16.378668,16.609333,16.609333,45330000
08/06/2015,16.723333,17.25,16.687332,17.086,17.086,75255000
09/06/2015,17.026667,17.182667,16.942667,17.066668,17.066668,39166500
10/06/2015,16.793333,16.933332,16.566668,16.713333,16.713333,51817500
11/06/2015,16.884001,16.958,16.695333,16.760668,16.760668,30661500
12/06/2015,16.680668,16.897333,16.680668,16.712667,16.712667,21334500
15/06/2015,16.646667,16.752001,16.400667,16.691999,16.691999,32793000
16/06/2015,16.675333,16.896,16.606667,16.874666,16.874666,29770500
17/06/2015,16.811333,17.624001,16.801332,17.360666,17.360666,82693500
18/06/2015,17.466667,17.563999,17.334667,17.459333,17.459333,41740500
19/06/2015,17.493334,17.586666,17.34,17.500668,17.500668,36945000
22/06/2015,17.476667,17.626667,17.046,17.319332,17.319332,68416500
23/06/2015,17.354668,17.866667,17.238001,17.844667,17.844667,58062000
24/06/2015,17.798668,17.823334,17.581333,17.677999,17.677999,36184500
25/06/2015,17.763332,18.094,17.683332,17.919333,17.919333,42738000
26/06/2015,17.926001,17.940666,17.733334,17.806,17.806,57576000
29/06/2015,17.463333,17.73,17.379999,17.468,17.468,52183500
30/06/2015,17.653334,18.061333,17.6,17.884001,17.884001,46303500
01/07/2015,18.073999,18.174667,17.856667,17.943333,17.943333,31518000
02/07/2015,18.68,18.83,18.220667,18.667999,18.667999,107458500
06/07/2015,18.591999,18.779333,18.42,18.648001,18.648001,61828500
07/07/2015,18.333332,18.346666,17.384666,17.858667,17.858667,91576500
08/07/2015,17.288,17.386667,16.954,16.997334,16.997334,93316500
09/07/2015,17.271999,17.530001,17.119333,17.194668,17.194668,50011500
10/07/2015,17.481333,17.533333,17.188,17.276667,17.276667,39163500
13/07/2015,17.483334,17.503332,17.07,17.477333,17.477333,44404500
14/07/2015,17.473333,17.732668,17.367332,17.709999,17.709999,28614000
15/07/2015,17.782667,17.832666,17.472,17.542667,17.542667,30324000
16/07/2015,17.614668,17.813334,17.544001,17.778667,17.778667,24240000
17/07/2015,18.166668,18.369333,17.883333,18.310667,18.310667,75061500
20/07/2015,18.333332,19.110001,18.169333,18.817333,18.817333,74677500
21/07/2015,18.003332,18.233334,17.77,17.784666,17.784666,91630500
22/07/2015,17.417999,17.962667,17.390667,17.858,17.858,46575000
23/07/2015,17.976667,17.993334,17.684668,17.813334,17.813334,33408000
24/07/2015,17.825333,18.072666,17.594667,17.694,17.694,42547500
27/07/2015,17.495333,17.628668,16.719334,16.867332,16.867332,70413000
28/07/2015,17.049999,17.693333,16.789333,17.654667,17.654667,58437000
29/07/2015,17.618,17.859333,17.466667,17.587999,17.587999,41851500
30/07/2015,17.512667,17.796,17.474001,17.785999,17.785999,30519000
31/07/2015,17.84,17.957333,17.674667,17.743334,17.743334,33339000
03/08/2015,17.752666,17.780666,17.138,17.332666,17.332666,38302500
04/08/2015,17.334,17.781334,17.222668,17.752001,17.752001,35287500
05/08/2015,17.572001,18.066668,17.360001,18.008667,18.008667,93214500
06/08/2015,16.636,17,15.741333,16.408667,16.408667,219357000
07/08/2015,16.238667,16.248667,15.892667,16.167334,16.167334,76101000
10/08/2015,15.876667,16.198,15.736667,16.076,16.076,62788500
11/08/2015,15.81,15.953333,15.629333,15.824667,15.824667,63973500
12/08/2015,15.666667,15.984667,15.516,15.878,15.878,55920000
13/08/2015,15.990667,16.431999,15.941333,16.167334,16.167334,70338000
14/08/2015,16.482668,16.528667,16.118,16.209999,16.209999,65472000
